true\pred,Benign,DoS,double,force-neutral,fuzzing,interval,rpm,rpm-accessory,speed
Benign,0,0,0,0,0,31278984,0,0,10421608
DoS,0,0,0,0,0,69437,0,0,75692
double,0,0,0,0,0,9411,0,0,3002
force-neutral,0,0,0,0,0,5739,0,0,5
fuzzing,0,0,0,0,0,58349,0,0,8972
interval,0,0,0,0,0,35573,0,0,4969
rpm,0,0,0,0,0,4006,0,0,1037
rpm-accessory,0,0,0,0,0,3126,0,0,20
speed,0,0,0,0,0,3097,0,0,4374
