round,client,n_samples,throughput_mbps,latency_ms,node_trust,quality,behaviour,weight
102,49,602,35.477,136.986,1.0,0.0155,1.0,0.001923
102,19,309,43.694,116.931,1.0,0.0223,1.0,0.002775
102,41,469,38.477,11.468,1.0,0.2007,1.0,0.024914
102,22,153,94.914,80.884,1.0,0.0702,1.0,0.008713
102,30,122,85.405,5.968,1.0,0.8559,1.0,0.106262
102,51,104,98.694,83.761,1.0,0.0705,1.0,0.008749
102,12,141,30.021,80.194,1.0,0.0224,1.0,0.00278
102,43,74,13.989,73.407,1.0,0.0114,1.0,0.001415
102,21,179,60.407,148.878,1.0,0.0243,1.0,0.003013
103,74,36,25.513,132.154,1.0,0.0115,1.0,0.001434
103,54,424,75.625,111.414,1.0,0.0406,1.0,0.00504
103,37,308,92.764,15.385,1.0,0.3606,1.0,0.04477
103,22,153,94.914,80.884,1.0,0.0702,1.0,0.008713
103,29,803,32.807,81.493,1.0,0.0241,1.0,0.002989
103,19,309,43.694,116.931,1.0,0.0223,1.0,0.002775
103,73,52,73.21,92.538,1.0,0.0473,1.0,0.005874
103,11,187,11.001,109.242,1.0,0.006,1.0,0.000748
103,47,265,61.82,116.641,1.0,0.0317,1.0,0.003935
103,25,85,47.29,23.406,1.0,0.1208,1.0,0.015002
103,79,134,66.953,48.196,1.0,0.0831,1.0,0.010315
103,27,39,62.234,81.394,1.0,0.0457,1.0,0.005677
103,36,152,47.698,137.695,1.0,0.0207,1.0,0.002572
103,33,54,29.196,27.204,1.0,0.0642,1.0,0.007969
103,43,74,13.989,73.407,1.0,0.0114,1.0,0.001415
103,52,34,31.57,119.36,1.0,0.0158,1.0,0.001964
103,72,121,75.51,25.613,1.0,0.1763,1.0,0.021891
103,65,829,68.368,74.265,1.0,0.0551,1.0,0.006836
103,42,350,75.889,135.53,1.0,0.0335,1.0,0.004158
103,70,51,20.481,127.402,1.0,0.0096,1.0,0.001194
103,8,191,80.868,125.882,1.0,0.0384,1.0,0.00477
103,1,176,68.707,11.347,1.0,0.3621,1.0,0.044959
103,0,201,79.656,68.637,1.0,0.0694,1.0,0.008617
103,76,152,93.762,140.946,1.0,0.0398,1.0,0.00494
103,69,549,23.83,29.549,1.0,0.0482,1.0,0.005988
103,21,179,60.407,148.878,1.0,0.0243,1.0,0.003013
103,46,295,28.562,106.962,1.0,0.016,1.0,0.001983
103,35,101,80.734,84.92,1.0,0.0569,1.0,0.007059
103,10,307,65.419,88.263,1.0,0.0443,1.0,0.005503
103,55,189,70.685,67.685,1.0,0.0625,1.0,0.007754
103,59,155,94.918,57.116,1.0,0.0994,1.0,0.01234
103,78,146,86.837,13.275,1.0,0.3912,1.0,0.048571
103,63,97,67.438,148.762,1.0,0.0271,1.0,0.003366
103,57,109,55.543,86.938,1.0,0.0382,1.0,0.004744
103,4,86,91.504,16.198,1.0,0.3379,1.0,0.041947
103,71,283,16.352,26.876,1.0,0.0364,1.0,0.004518
103,18,138,39.186,8.936,1.0,0.2623,1.0,0.03256
103,9,337,94.82,49.535,1.0,0.1145,1.0,0.014213
103,53,829,58.731,137.43,1.0,0.0256,1.0,0.003173
103,17,357,62.897,124.78,1.0,0.0301,1.0,0.003743
103,56,208,94.929,128.443,1.0,0.0442,1.0,0.005488
103,5,147,76.762,114.282,1.0,0.0402,1.0,0.004988
103,44,118,65.392,30.426,1.0,0.1285,1.0,0.015958
103,62,41,85.471,105.361,1.0,0.0485,1.0,0.006024
103,20,163,64.839,113.427,1.0,0.0342,1.0,0.004245
103,23,1320,14.265,80.142,1.0,0.0106,1.0,0.001322
103,61,346,38.141,37.526,1.0,0.0608,1.0,0.007547
103,31,88,54.337,48.988,1.0,0.0663,1.0,0.008236
103,34,177,82.57,147.901,1.0,0.0334,1.0,0.004145
103,15,95,71.575,72.905,1.0,0.0587,1.0,0.00729
103,24,51,93.136,105.459,1.0,0.0528,1.0,0.006558
103,60,406,24.399,89.962,1.0,0.0162,1.0,0.002014
103,67,43,58.937,127.004,1.0,0.0278,1.0,0.003446
103,7,155,42.657,91.017,1.0,0.028,1.0,0.00348
103,64,74,98.417,10.858,1.0,0.5421,1.0,0.067303
103,51,104,98.694,83.761,1.0,0.0705,1.0,0.008749
103,49,602,35.477,136.986,1.0,0.0155,1.0,0.001923
103,13,526,84.903,131.244,1.0,0.0387,1.0,0.004804
103,26,547,53.593,128.007,1.0,0.025,1.0,0.003109
103,12,141,30.021,80.194,1.0,0.0224,1.0,0.00278
103,28,159,44.266,109.952,1.0,0.0241,1.0,0.002989
103,32,44,90.494,80.505,1.0,0.0672,1.0,0.008347
103,3,202,61.582,81.631,1.0,0.0451,1.0,0.005602
103,40,109,99.787,128.944,1.0,0.0463,1.0,0.005746
103,50,208,64.078,15.999,1.0,0.2395,1.0,0.02974
103,2,138,21.031,42.426,1.0,0.0296,1.0,0.003681
103,38,94,76.284,7.671,1.0,0.5948,1.0,0.073844
103,30,122,85.405,5.968,1.0,0.8559,1.0,0.106262
103,68,320,93.744,79.303,1.0,0.0707,1.0,0.008777
103,58,461,85.148,91.5,1.0,0.0557,1.0,0.00691
103,16,155,37.811,132.576,1.0,0.0171,1.0,0.002118
103,66,324,87.039,96.68,1.0,0.0538,1.0,0.006685
103,75,361,88.751,27.893,1.0,0.1903,1.0,0.023626
103,45,62,61.368,118.613,1.0,0.0309,1.0,0.003842
103,48,135,43.51,103.875,1.0,0.0251,1.0,0.00311
103,14,52,75.351,7.451,1.0,0.6048,1.0,0.075093
103,41,469,38.477,11.468,1.0,0.2007,1.0,0.024914
103,6,50,44.893,91.387,1.0,0.0294,1.0,0.003648
103,77,58,96.062,111.156,1.0,0.0517,1.0,0.006417
103,39,446,49.07,35.686,1.0,0.0822,1.0,0.01021
104,62,41,85.471,105.361,1.0,0.0485,1.0,0.006024
104,1,176,68.707,11.347,1.0,0.3621,1.0,0.044959
104,51,104,98.694,83.761,1.0,0.0705,1.0,0.008749
104,75,361,88.751,27.893,1.0,0.1903,1.0,0.023626
104,13,526,84.903,131.244,1.0,0.0387,1.0,0.004804
104,26,547,53.593,128.007,1.0,0.025,1.0,0.003109
104,37,308,92.764,15.385,1.0,0.3606,1.0,0.04477
104,20,163,64.839,113.427,1.0,0.0342,1.0,0.004245
104,69,549,23.83,29.549,1.0,0.0482,1.0,0.005988
104,67,43,58.937,127.004,1.0,0.0278,1.0,0.003446
104,61,346,38.141,37.526,1.0,0.0608,1.0,0.007547
104,2,138,21.031,42.426,1.0,0.0296,1.0,0.003681
104,4,86,91.504,16.198,1.0,0.3379,1.0,0.041947
104,35,101,80.734,84.92,1.0,0.0569,1.0,0.007059
104,30,122,85.405,5.968,1.0,0.8559,1.0,0.106262
104,6,50,44.893,91.387,1.0,0.0294,1.0,0.003648
104,48,135,43.51,103.875,1.0,0.0251,1.0,0.00311
104,8,191,80.868,125.882,1.0,0.0384,1.0,0.00477
104,39,446,49.07,35.686,1.0,0.0822,1.0,0.01021
104,57,109,55.543,86.938,1.0,0.0382,1.0,0.004744
104,70,51,20.481,127.402,1.0,0.0096,1.0,0.001194
104,24,51,93.136,105.459,1.0,0.0528,1.0,0.006558
104,66,324,87.039,96.68,1.0,0.0538,1.0,0.006685
104,29,803,32.807,81.493,1.0,0.0241,1.0,0.002989
104,16,155,37.811,132.576,1.0,0.0171,1.0,0.002118
104,7,155,42.657,91.017,1.0,0.028,1.0,0.00348
104,11,187,11.001,109.242,1.0,0.006,1.0,0.000748
104,56,208,94.929,128.443,1.0,0.0442,1.0,0.005488
104,17,357,62.897,124.78,1.0,0.0301,1.0,0.003743
104,32,44,90.494,80.505,1.0,0.0672,1.0,0.008347
104,19,309,43.694,116.931,1.0,0.0223,1.0,0.002775
104,38,94,76.284,7.671,1.0,0.5948,1.0,0.073844
104,54,424,75.625,111.414,1.0,0.0406,1.0,0.00504
104,28,159,44.266,109.952,1.0,0.0241,1.0,0.002989
104,36,152,47.698,137.695,1.0,0.0207,1.0,0.002572
104,59,155,94.918,57.116,1.0,0.0994,1.0,0.01234
104,42,350,75.889,135.53,1.0,0.0335,1.0,0.004158
104,46,295,28.562,106.962,1.0,0.016,1.0,0.001983
104,77,58,96.062,111.156,1.0,0.0517,1.0,0.006417
104,27,39,62.234,81.394,1.0,0.0457,1.0,0.005677
104,71,283,16.352,26.876,1.0,0.0364,1.0,0.004518
104,45,62,61.368,118.613,1.0,0.0309,1.0,0.003842
104,52,34,31.57,119.36,1.0,0.0158,1.0,0.001964
104,21,179,60.407,148.878,1.0,0.0243,1.0,0.003013
104,74,36,25.513,132.154,1.0,0.0115,1.0,0.001434
104,31,88,54.337,48.988,1.0,0.0663,1.0,0.008236
104,18,138,39.186,8.936,1.0,0.2623,1.0,0.03256
104,55,189,70.685,67.685,1.0,0.0625,1.0,0.007754
104,33,54,29.196,27.204,1.0,0.0642,1.0,0.007969
104,22,153,94.914,80.884,1.0,0.0702,1.0,0.008713
104,49,602,35.477,136.986,1.0,0.0155,1.0,0.001923
104,73,52,73.21,92.538,1.0,0.0473,1.0,0.005874
104,58,461,85.148,91.5,1.0,0.0557,1.0,0.00691
104,47,265,61.82,116.641,1.0,0.0317,1.0,0.003935
104,0,201,79.656,68.637,1.0,0.0694,1.0,0.008617
104,12,141,30.021,80.194,1.0,0.0224,1.0,0.00278
104,9,337,94.82,49.535,1.0,0.1145,1.0,0.014213
104,25,85,47.29,23.406,1.0,0.1208,1.0,0.015002
104,14,52,75.351,7.451,1.0,0.6048,1.0,0.075093
104,53,829,58.731,137.43,1.0,0.0256,1.0,0.003173
104,63,97,67.438,148.762,1.0,0.0271,1.0,0.003366
104,79,134,66.953,48.196,1.0,0.0831,1.0,0.010315
104,60,406,24.399,89.962,1.0,0.0162,1.0,0.002014
104,23,1320,14.265,80.142,1.0,0.0106,1.0,0.001322
104,15,95,71.575,72.905,1.0,0.0587,1.0,0.00729
104,65,829,68.368,74.265,1.0,0.0551,1.0,0.006836
104,64,74,98.417,10.858,1.0,0.5421,1.0,0.067303
104,3,202,61.582,81.631,1.0,0.0451,1.0,0.005602
104,72,121,75.51,25.613,1.0,0.1763,1.0,0.021891
104,76,152,93.762,140.946,1.0,0.0398,1.0,0.00494
104,68,320,93.744,79.303,1.0,0.0707,1.0,0.008777
104,44,118,65.392,30.426,1.0,0.1285,1.0,0.015958
104,34,177,82.57,147.901,1.0,0.0334,1.0,0.004145
104,41,469,38.477,11.468,1.0,0.2007,1.0,0.024914
104,10,307,65.419,88.263,1.0,0.0443,1.0,0.005503
104,43,74,13.989,73.407,1.0,0.0114,1.0,0.001415
104,40,109,99.787,128.944,1.0,0.0463,1.0,0.005746
104,5,147,76.762,114.282,1.0,0.0402,1.0,0.004988
104,50,208,64.078,15.999,1.0,0.2395,1.0,0.02974
104,78,146,86.837,13.275,1.0,0.3912,1.0,0.048571
105,67,43,58.937,127.004,1.0,0.0278,1.0,0.003446
105,71,283,16.352,26.876,1.0,0.0364,1.0,0.004518
105,74,36,25.513,132.154,1.0,0.0115,1.0,0.001434
105,12,141,30.021,80.194,1.0,0.0224,1.0,0.00278
105,76,152,93.762,140.946,1.0,0.0398,1.0,0.00494
105,44,118,65.392,30.426,1.0,0.1285,1.0,0.015958
105,65,829,68.368,74.265,1.0,0.0551,1.0,0.006836
105,50,208,64.078,15.999,1.0,0.2395,1.0,0.02974
105,20,163,64.839,113.427,1.0,0.0342,1.0,0.004245
105,32,44,90.494,80.505,1.0,0.0672,1.0,0.008347
105,15,95,71.575,72.905,1.0,0.0587,1.0,0.00729
105,27,39,62.234,81.394,1.0,0.0457,1.0,0.005677
105,77,58,96.062,111.156,1.0,0.0517,1.0,0.006417
105,47,265,61.82,116.641,1.0,0.0317,1.0,0.003935
105,63,97,67.438,148.762,1.0,0.0271,1.0,0.003366
105,59,155,94.918,57.116,1.0,0.0994,1.0,0.01234
105,29,803,32.807,81.493,1.0,0.0241,1.0,0.002989
105,5,147,76.762,114.282,1.0,0.0402,1.0,0.004988
105,16,155,37.811,132.576,1.0,0.0171,1.0,0.002118
105,21,179,60.407,148.878,1.0,0.0243,1.0,0.003013
105,72,121,75.51,25.613,1.0,0.1763,1.0,0.021891
105,75,361,88.751,27.893,1.0,0.1903,1.0,0.023626
105,26,547,53.593,128.007,1.0,0.025,1.0,0.003109
105,18,138,39.186,8.936,1.0,0.2623,1.0,0.03256
105,11,187,11.001,109.242,1.0,0.006,1.0,0.000748
105,4,86,91.504,16.198,1.0,0.3379,1.0,0.041947
105,55,189,70.685,67.685,1.0,0.0625,1.0,0.007754
105,58,461,85.148,91.5,1.0,0.0557,1.0,0.00691
105,37,308,92.764,15.385,1.0,0.3606,1.0,0.04477
105,9,337,94.82,49.535,1.0,0.1145,1.0,0.014213
105,52,34,31.57,119.36,1.0,0.0158,1.0,0.001964
105,46,295,28.562,106.962,1.0,0.016,1.0,0.001983
105,53,829,58.731,137.43,1.0,0.0256,1.0,0.003173
105,40,109,99.787,128.944,1.0,0.0463,1.0,0.005746
105,57,109,55.543,86.938,1.0,0.0382,1.0,0.004744
105,45,62,61.368,118.613,1.0,0.0309,1.0,0.003842
105,78,146,86.837,13.275,1.0,0.3912,1.0,0.048571
105,25,85,47.29,23.406,1.0,0.1208,1.0,0.015002
105,0,201,79.656,68.637,1.0,0.0694,1.0,0.008617
105,41,469,38.477,11.468,1.0,0.2007,1.0,0.024914
105,33,54,29.196,27.204,1.0,0.0642,1.0,0.007969
105,61,346,38.141,37.526,1.0,0.0608,1.0,0.007547
105,28,159,44.266,109.952,1.0,0.0241,1.0,0.002989
105,22,153,94.914,80.884,1.0,0.0702,1.0,0.008713
105,30,122,85.405,5.968,1.0,0.8559,1.0,0.106262
105,24,51,93.136,105.459,1.0,0.0528,1.0,0.006558
105,73,52,73.21,92.538,1.0,0.0473,1.0,0.005874
105,54,424,75.625,111.414,1.0,0.0406,1.0,0.00504
105,2,138,21.031,42.426,1.0,0.0296,1.0,0.003681
105,62,41,85.471,105.361,1.0,0.0485,1.0,0.006024
105,35,101,80.734,84.92,1.0,0.0569,1.0,0.007059
105,19,309,43.694,116.931,1.0,0.0223,1.0,0.002775
105,1,176,68.707,11.347,1.0,0.3621,1.0,0.044959
105,34,177,82.57,147.901,1.0,0.0334,1.0,0.004145
105,39,446,49.07,35.686,1.0,0.0822,1.0,0.01021
105,56,208,94.929,128.443,1.0,0.0442,1.0,0.005488
105,49,602,35.477,136.986,1.0,0.0155,1.0,0.001923
105,51,104,98.694,83.761,1.0,0.0705,1.0,0.008749
105,10,307,65.419,88.263,1.0,0.0443,1.0,0.005503
105,6,50,44.893,91.387,1.0,0.0294,1.0,0.003648
105,70,51,20.481,127.402,1.0,0.0096,1.0,0.001194
105,43,74,13.989,73.407,1.0,0.0114,1.0,0.001415
105,66,324,87.039,96.68,1.0,0.0538,1.0,0.006685
105,48,135,43.51,103.875,1.0,0.0251,1.0,0.00311
105,60,406,24.399,89.962,1.0,0.0162,1.0,0.002014
105,69,549,23.83,29.549,1.0,0.0482,1.0,0.005988
105,31,88,54.337,48.988,1.0,0.0663,1.0,0.008236
105,7,155,42.657,91.017,1.0,0.028,1.0,0.00348
105,13,526,84.903,131.244,1.0,0.0387,1.0,0.004804
105,36,152,47.698,137.695,1.0,0.0207,1.0,0.002572
105,64,74,98.417,10.858,1.0,0.5421,1.0,0.067303
105,17,357,62.897,124.78,1.0,0.0301,1.0,0.003743
105,79,134,66.953,48.196,1.0,0.0831,1.0,0.010315
105,38,94,76.284,7.671,1.0,0.5948,1.0,0.073844
105,23,1320,14.265,80.142,1.0,0.0106,1.0,0.001322
105,3,202,61.582,81.631,1.0,0.0451,1.0,0.005602
105,14,52,75.351,7.451,1.0,0.6048,1.0,0.075093
105,42,350,75.889,135.53,1.0,0.0335,1.0,0.004158
105,8,191,80.868,125.882,1.0,0.0384,1.0,0.00477
105,68,320,93.744,79.303,1.0,0.0707,1.0,0.008777
106,32,44,90.494,80.505,1.0,0.0672,1.0,0.008347
106,11,187,11.001,109.242,1.0,0.006,1.0,0.000748
106,45,62,61.368,118.613,1.0,0.0309,1.0,0.003842
106,46,295,28.562,106.962,1.0,0.016,1.0,0.001983
106,68,320,93.744,79.303,1.0,0.0707,1.0,0.008777
106,50,208,64.078,15.999,1.0,0.2395,1.0,0.02974
106,26,547,53.593,128.007,1.0,0.025,1.0,0.003109
106,14,52,75.351,7.451,1.0,0.6048,1.0,0.075093
106,57,109,55.543,86.938,1.0,0.0382,1.0,0.004744
106,69,549,23.83,29.549,1.0,0.0482,1.0,0.005988
106,19,309,43.694,116.931,1.0,0.0223,1.0,0.002775
106,25,85,47.29,23.406,1.0,0.1208,1.0,0.015002
106,36,152,47.698,137.695,1.0,0.0207,1.0,0.002572
106,67,43,58.937,127.004,1.0,0.0278,1.0,0.003446
106,6,50,44.893,91.387,1.0,0.0294,1.0,0.003648
106,31,88,54.337,48.988,1.0,0.0663,1.0,0.008236
106,53,829,58.731,137.43,1.0,0.0256,1.0,0.003173
106,35,101,80.734,84.92,1.0,0.0569,1.0,0.007059
106,5,147,76.762,114.282,1.0,0.0402,1.0,0.004988
106,40,109,99.787,128.944,1.0,0.0463,1.0,0.005746
106,64,74,98.417,10.858,1.0,0.5421,1.0,0.067303
106,23,1320,14.265,80.142,1.0,0.0106,1.0,0.001322
106,10,307,65.419,88.263,1.0,0.0443,1.0,0.005503
106,71,283,16.352,26.876,1.0,0.0364,1.0,0.004518
106,59,155,94.918,57.116,1.0,0.0994,1.0,0.01234
106,61,346,38.141,37.526,1.0,0.0608,1.0,0.007547
106,7,155,42.657,91.017,1.0,0.028,1.0,0.00348
106,42,350,75.889,135.53,1.0,0.0335,1.0,0.004158
106,62,41,85.471,105.361,1.0,0.0485,1.0,0.006024
106,9,337,94.82,49.535,1.0,0.1145,1.0,0.014213
106,29,803,32.807,81.493,1.0,0.0241,1.0,0.002989
106,43,74,13.989,73.407,1.0,0.0114,1.0,0.001415
106,4,86,91.504,16.198,1.0,0.3379,1.0,0.041947
106,16,155,37.811,132.576,1.0,0.0171,1.0,0.002118
106,73,52,73.21,92.538,1.0,0.0473,1.0,0.005874
106,17,357,62.897,124.78,1.0,0.0301,1.0,0.003743
106,18,138,39.186,8.936,1.0,0.2623,1.0,0.03256
106,34,177,82.57,147.901,1.0,0.0334,1.0,0.004145
106,48,135,43.51,103.875,1.0,0.0251,1.0,0.00311
106,70,51,20.481,127.402,1.0,0.0096,1.0,0.001194
106,44,118,65.392,30.426,1.0,0.1285,1.0,0.015958
106,21,179,60.407,148.878,1.0,0.0243,1.0,0.003013
106,2,138,21.031,42.426,1.0,0.0296,1.0,0.003681
106,13,526,84.903,131.244,1.0,0.0387,1.0,0.004804
106,78,146,86.837,13.275,1.0,0.3912,1.0,0.048571
106,55,189,70.685,67.685,1.0,0.0625,1.0,0.007754
106,77,58,96.062,111.156,1.0,0.0517,1.0,0.006417
106,3,202,61.582,81.631,1.0,0.0451,1.0,0.005602
106,60,406,24.399,89.962,1.0,0.0162,1.0,0.002014
106,51,104,98.694,83.761,1.0,0.0705,1.0,0.008749
106,76,152,93.762,140.946,1.0,0.0398,1.0,0.00494
106,15,95,71.575,72.905,1.0,0.0587,1.0,0.00729
106,12,141,30.021,80.194,1.0,0.0224,1.0,0.00278
106,74,36,25.513,132.154,1.0,0.0115,1.0,0.001434
106,24,51,93.136,105.459,1.0,0.0528,1.0,0.006558
106,37,308,92.764,15.385,1.0,0.3606,1.0,0.04477
106,27,39,62.234,81.394,1.0,0.0457,1.0,0.005677
106,38,94,76.284,7.671,1.0,0.5948,1.0,0.073844
106,66,324,87.039,96.68,1.0,0.0538,1.0,0.006685
106,65,829,68.368,74.265,1.0,0.0551,1.0,0.006836
106,1,176,68.707,11.347,1.0,0.3621,1.0,0.044959
106,41,469,38.477,11.468,1.0,0.2007,1.0,0.024914
106,79,134,66.953,48.196,1.0,0.0831,1.0,0.010315
106,52,34,31.57,119.36,1.0,0.0158,1.0,0.001964
106,47,265,61.82,116.641,1.0,0.0317,1.0,0.003935
106,28,159,44.266,109.952,1.0,0.0241,1.0,0.002989
106,22,153,94.914,80.884,1.0,0.0702,1.0,0.008713
106,20,163,64.839,113.427,1.0,0.0342,1.0,0.004245
106,72,121,75.51,25.613,1.0,0.1763,1.0,0.021891
106,49,602,35.477,136.986,1.0,0.0155,1.0,0.001923
106,30,122,85.405,5.968,1.0,0.8559,1.0,0.106262
106,58,461,85.148,91.5,1.0,0.0557,1.0,0.00691
106,0,201,79.656,68.637,1.0,0.0694,1.0,0.008617
106,39,446,49.07,35.686,1.0,0.0822,1.0,0.01021
106,75,361,88.751,27.893,1.0,0.1903,1.0,0.023626
106,33,54,29.196,27.204,1.0,0.0642,1.0,0.007969
106,63,97,67.438,148.762,1.0,0.0271,1.0,0.003366
106,8,191,80.868,125.882,1.0,0.0384,1.0,0.00477
106,54,424,75.625,111.414,1.0,0.0406,1.0,0.00504
106,56,208,94.929,128.443,1.0,0.0442,1.0,0.005488
107,63,97,67.438,148.762,1.0,0.0271,1.0,0.003366
107,20,163,64.839,113.427,1.0,0.0342,1.0,0.004245
107,43,74,13.989,73.407,1.0,0.0114,1.0,0.001415
107,1,176,68.707,11.347,1.0,0.3621,1.0,0.044959
107,12,141,30.021,80.194,1.0,0.0224,1.0,0.00278
107,9,337,94.82,49.535,1.0,0.1145,1.0,0.014213
107,65,829,68.368,74.265,1.0,0.0551,1.0,0.006836
107,35,101,80.734,84.92,1.0,0.0569,1.0,0.007059
107,42,350,75.889,135.53,1.0,0.0335,1.0,0.004158
107,56,208,94.929,128.443,1.0,0.0442,1.0,0.005488
107,78,146,86.837,13.275,1.0,0.3912,1.0,0.048571
107,31,88,54.337,48.988,1.0,0.0663,1.0,0.008236
107,2,138,21.031,42.426,1.0,0.0296,1.0,0.003681
107,19,309,43.694,116.931,1.0,0.0223,1.0,0.002775
107,61,346,38.141,37.526,1.0,0.0608,1.0,0.007547
107,62,41,85.471,105.361,1.0,0.0485,1.0,0.006024
107,28,159,44.266,109.952,1.0,0.0241,1.0,0.002989
107,4,86,91.504,16.198,1.0,0.3379,1.0,0.041947
107,68,320,93.744,79.303,1.0,0.0707,1.0,0.008777
107,29,803,32.807,81.493,1.0,0.0241,1.0,0.002989
107,76,152,93.762,140.946,1.0,0.0398,1.0,0.00494
107,69,549,23.83,29.549,1.0,0.0482,1.0,0.005988
107,40,109,99.787,128.944,1.0,0.0463,1.0,0.005746
107,52,34,31.57,119.36,1.0,0.0158,1.0,0.001964
107,75,361,88.751,27.893,1.0,0.1903,1.0,0.023626
107,50,208,64.078,15.999,1.0,0.2395,1.0,0.02974
107,7,155,42.657,91.017,1.0,0.028,1.0,0.00348
107,25,85,47.29,23.406,1.0,0.1208,1.0,0.015002
107,24,51,93.136,105.459,1.0,0.0528,1.0,0.006558
107,10,307,65.419,88.263,1.0,0.0443,1.0,0.005503
107,22,153,94.914,80.884,1.0,0.0702,1.0,0.008713
107,45,62,61.368,118.613,1.0,0.0309,1.0,0.003842
107,46,295,28.562,106.962,1.0,0.016,1.0,0.001983
107,70,51,20.481,127.402,1.0,0.0096,1.0,0.001194
107,79,134,66.953,48.196,1.0,0.0831,1.0,0.010315
107,47,265,61.82,116.641,1.0,0.0317,1.0,0.003935
107,26,547,53.593,128.007,1.0,0.025,1.0,0.003109
107,27,39,62.234,81.394,1.0,0.0457,1.0,0.005677
107,32,44,90.494,80.505,1.0,0.0672,1.0,0.008347
107,48,135,43.51,103.875,1.0,0.0251,1.0,0.00311
107,74,36,25.513,132.154,1.0,0.0115,1.0,0.001434
107,37,308,92.764,15.385,1.0,0.3606,1.0,0.04477
107,64,74,98.417,10.858,1.0,0.5421,1.0,0.067303
107,23,1320,14.265,80.142,1.0,0.0106,1.0,0.001322
107,39,446,49.07,35.686,1.0,0.0822,1.0,0.01021
107,8,191,80.868,125.882,1.0,0.0384,1.0,0.00477
107,44,118,65.392,30.426,1.0,0.1285,1.0,0.015958
107,6,50,44.893,91.387,1.0,0.0294,1.0,0.003648
107,51,104,98.694,83.761,1.0,0.0705,1.0,0.008749
107,18,138,39.186,8.936,1.0,0.2623,1.0,0.03256
107,16,155,37.811,132.576,1.0,0.0171,1.0,0.002118
107,13,526,84.903,131.244,1.0,0.0387,1.0,0.004804
107,66,324,87.039,96.68,1.0,0.0538,1.0,0.006685
107,67,43,58.937,127.004,1.0,0.0278,1.0,0.003446
107,33,54,29.196,27.204,1.0,0.0642,1.0,0.007969
107,72,121,75.51,25.613,1.0,0.1763,1.0,0.021891
107,49,602,35.477,136.986,1.0,0.0155,1.0,0.001923
107,3,202,61.582,81.631,1.0,0.0451,1.0,0.005602
107,34,177,82.57,147.901,1.0,0.0334,1.0,0.004145
107,30,122,85.405,5.968,1.0,0.8559,1.0,0.106262
107,53,829,58.731,137.43,1.0,0.0256,1.0,0.003173
107,15,95,71.575,72.905,1.0,0.0587,1.0,0.00729
107,55,189,70.685,67.685,1.0,0.0625,1.0,0.007754
107,73,52,73.21,92.538,1.0,0.0473,1.0,0.005874
107,71,283,16.352,26.876,1.0,0.0364,1.0,0.004518
107,77,58,96.062,111.156,1.0,0.0517,1.0,0.006417
107,0,201,79.656,68.637,1.0,0.0694,1.0,0.008617
107,57,109,55.543,86.938,1.0,0.0382,1.0,0.004744
107,11,187,11.001,109.242,1.0,0.006,1.0,0.000748
107,38,94,76.284,7.671,1.0,0.5948,1.0,0.073844
107,59,155,94.918,57.116,1.0,0.0994,1.0,0.01234
107,36,152,47.698,137.695,1.0,0.0207,1.0,0.002572
107,41,469,38.477,11.468,1.0,0.2007,1.0,0.024914
107,60,406,24.399,89.962,1.0,0.0162,1.0,0.002014
107,14,52,75.351,7.451,1.0,0.6048,1.0,0.075093
107,21,179,60.407,148.878,1.0,0.0243,1.0,0.003013
107,58,461,85.148,91.5,1.0,0.0557,1.0,0.00691
107,5,147,76.762,114.282,1.0,0.0402,1.0,0.004988
107,17,357,62.897,124.78,1.0,0.0301,1.0,0.003743
107,54,424,75.625,111.414,1.0,0.0406,1.0,0.00504
108,5,147,76.762,114.282,1.0,0.0402,1.0,0.004988
108,33,54,29.196,27.204,1.0,0.0642,1.0,0.007969
108,19,309,43.694,116.931,1.0,0.0223,1.0,0.002775
108,8,191,80.868,125.882,1.0,0.0384,1.0,0.00477
108,65,829,68.368,74.265,1.0,0.0551,1.0,0.006836
108,16,155,37.811,132.576,1.0,0.0171,1.0,0.002118
108,59,155,94.918,57.116,1.0,0.0994,1.0,0.01234
108,54,424,75.625,111.414,1.0,0.0406,1.0,0.00504
108,28,159,44.266,109.952,1.0,0.0241,1.0,0.002989
108,1,176,68.707,11.347,1.0,0.3621,1.0,0.044959
108,49,602,35.477,136.986,1.0,0.0155,1.0,0.001923
108,7,155,42.657,91.017,1.0,0.028,1.0,0.00348
108,31,88,54.337,48.988,1.0,0.0663,1.0,0.008236
108,56,208,94.929,128.443,1.0,0.0442,1.0,0.005488
108,29,803,32.807,81.493,1.0,0.0241,1.0,0.002989
108,9,337,94.82,49.535,1.0,0.1145,1.0,0.014213
108,21,179,60.407,148.878,1.0,0.0243,1.0,0.003013
108,23,1320,14.265,80.142,1.0,0.0106,1.0,0.001322
108,17,357,62.897,124.78,1.0,0.0301,1.0,0.003743
108,26,547,53.593,128.007,1.0,0.025,1.0,0.003109
108,44,118,65.392,30.426,1.0,0.1285,1.0,0.015958
108,69,549,23.83,29.549,1.0,0.0482,1.0,0.005988
108,61,346,38.141,37.526,1.0,0.0608,1.0,0.007547
108,45,62,61.368,118.613,1.0,0.0309,1.0,0.003842
108,13,526,84.903,131.244,1.0,0.0387,1.0,0.004804
108,51,104,98.694,83.761,1.0,0.0705,1.0,0.008749
108,71,283,16.352,26.876,1.0,0.0364,1.0,0.004518
