true\pred,class_0,class_1,class_2,class_3,class_4,class_5
class_0,0.999787,0.000002,0.000000,0.000211,0.000000,0.000000
class_1,0.000052,0.998477,0.000000,0.000003,0.001468,0.000000
class_2,0.000000,0.920360,0.000000,0.000000,0.079640,0.000000
class_3,0.000836,0.000006,0.000000,0.999158,0.000000,0.000000
class_4,0.000025,0.437417,0.000000,0.000100,0.562458,0.000000
class_5,0.160396,0.001314,0.000000,0.838291,0.000000,0.000000
